"","n","z0","z1"
"131",52.9563434140115,52.9563434140115,41.7403726398791
"132",53.7901264905079,53.7901264905079,40.8849984165375
"133",-4.16288361404465,0,0
"134",20.5021038138107,20.5021038138107,20.0059430438354
"135",16.859559951287,16.859559951287,17.1914935341163
"136",51.6396025381173,51.6396025381173,42.2591181325261
"137",8.5092176940791,8.5092176940791,7.84311050014105
"138",3.29629532652825,3.29629532652825,2.97048808512682
"139",11.8103542177639,11.8103542177639,12.295391372413
"140",52.1544609321876,52.1544609321876,42.0874456501791
"141",-1.45560511588229,0,0
"142",-47.8232489734759,0,0
"143",24.4501085441355,24.4501085441355,21.5302891910644
"144",30.2094274605049,30.2094274605049,24.0876649579368
"145",70.2178605027973,70.2178605027973,55.4462026375204
"146",39.483866897922,39.483866897922,31.913872133092
"147",38.2872403715642,38.2872403715642,31.2096237887666
"148",38.1186373132477,38.1186373132477,30.5159312127542
"149",20.6876114314776,20.6876114314776,19.6824245143871
"150",33.7141540645187,33.7141540645187,26.6738478164566
"151",-13.1366669181148,0,0
"152",-3.72607446962145,0,0
"153",64.9385715218723,64.9385715218723,49.0519298299127
"154",9.36228514851632,9.36228514851632,10.834803683949
"155",27.2518111215004,27.2518111215004,21.657166626709
"156",16.6643390351243,16.6643390351243,15.3741771373496
"157",18.1273270542011,18.1273270542011,18.2056027337614
"158",32.6041779366874,32.6041779366874,25.7979274339248
"159",65.2791825855003,65.2791825855003,52.2057484516937
"160",28.1088389521176,28.1088389521176,22.4629680491152
"161",74.9500258232233,74.9500258232233,60.0485406366558
"162",1.60788190168054,1.60788190168054,0.610521012740271
"163",7.29938857576722,7.29938857576722,6.57028896695954
"164",21.4584132498674,21.4584132498674,19.3511271649001
"165",19.7305721026571,19.7305721026571,20.4031197579921
"166",52.2035204400831,52.2035204400831,40.5864711089899
"167",21.5321552020311,21.5321552020311,19.845812311443
"168",-2.70144875234169,0,0
"169",80.9104698472074,80.9104698472074,64.4828315911205
"170",21.974762839942,21.974762839942,20.6822629471671
"171",43.2352370164564,43.2352370164564,33.2034720838146
"172",53.0814279657529,53.0814279657529,43.3903102497138
"173",52.4656058811419,52.4656058811419,40.6091617746607
"174",58.5871867091331,58.5871867091331,45.8429628193362
"175",84.2158754635235,84.2158754635235,68.5226327539035
"176",68.8591389375949,68.8591389375949,55.7519653417622
"177",-4.44486283847113,0,0
"178",11.8262371900985,11.8262371900985,13.2103445076092
"179",52.5444052288318,52.5444052288318,39.9010749901102
"180",66.363258577857,66.363258577857,54.3882090802036
"181",17.2505397007918,17.2505397007918,16.530067823708
"182",37.0092699512572,37.0092699512572,27.9499736387936
"183",60.30088842802,60.30088842802,46.8945270753795
"184",62.7411322145912,62.7411322145912,49.2906970269838
"185",61.4035845979257,61.4035845979257,48.850250535012
"186",53.2589002227028,53.2589002227028,42.1351957456589
"187",58.2483975048318,58.2483975048318,45.215844748841
"188",46.9555362648672,46.9555362648672,36.7344302896536
"189",30.4580781993177,30.4580781993177,22.9101584334039
"190",51.5828568704439,51.5828568704439,42.5756051666955
"191",2.32675073427321,2.32675073427321,3.62599353918456
"192",13.2562388061783,13.2562388061783,13.8754564851347
"193",19.6908117595538,19.6908117595538,19.1755964191744
"194",23.4756142536197,23.4756142536197,20.5791023456017
"195",47.9728496829259,47.9728496829259,37.6194346883416
"196",24.3538023875684,24.3538023875684,19.5548910561708
"197",117.599264280536,117.599264280536,93.2190360895628
"198",18.669866844063,18.669866844063,19.4822198257983
"199",52.7429123416889,52.7429123416889,41.8308744125641
"200",11.6093399121883,11.6093399121883,13.6409011892987
"201",45.529836562486,45.529836562486,33.7608299046353
"202",18.8950987176907,18.8950987176907,20.3960376080007
"203",28.3913410730687,28.3913410730687,22.2296429400246
"204",56.7100919454423,56.7100919454423,46.2265316249079
"205",17.4251960813261,17.4251960813261,15.3299584500709
"206",11.1807752896828,11.1807752896828,8.63948661336681
"207",66.9527893255869,66.9527893255869,54.3618534034424
"208",39.543779685508,39.543779685508,30.4304238862471
"209",28.3447440894198,28.3447440894198,21.9775402587618
"210",75.3475928324851,75.3475928324851,60.2554497983216
"211",97.7716663472132,97.7716663472132,76.2909105258841
"212",38.7852108813269,38.7852108813269,29.6481859684145
"213",-14.6332477101993,0,0
"214",47.2587514244077,47.2587514244077,37.5026376452896
"215",13.6612333966655,13.6612333966655,14.0593822590481
"216",91.9572739319891,91.9572739319891,75.2257117438043
"217",46.7565163859849,46.7565163859849,37.0032433134391
"218",48.1380488678778,48.1380488678778,40.0604888574886
"219",1.78380598076264,1.78380598076264,2.21222590166578
"220",30.7997598171512,30.7997598171512,24.8862143568974
"221",10.8250119459332,10.8250119459332,10.607932781275
"222",43.2596980184921,43.2596980184921,35.2059820866899
"223",49.0120941463858,49.0120941463858,36.8994501154273
"224",49.4645337078919,49.4645337078919,38.6275980353643
"225",21.1570277181555,21.1570277181555,21.4242393838067
"226",-2.27747998941873,0,0
"227",78.2288974650811,78.2288974650811,61.8167067507773
"228",23.1431343563201,23.1431343563201,18.687635549032
"229",63.8865409267743,63.8865409267743,49.5935738252497
"230",31.4887161862514,31.4887161862514,24.8039726537645
"231",70.5647713449687,70.5647713449687,55.0113134614954
"232",41.4826329439004,41.4826329439004,33.058549901539
"233",52.5312144118875,52.5312144118875,41.6086482854587
"234",100.899159213956,100.899159213956,79.0620263289609
"235",68.0582401611029,68.0582401611029,55.4483476604693
"236",41.6323116486161,41.6323116486161,32.8898507969078
"237",57.1058973577136,57.1058973577136,45.7799781975334
"238",23.5248041119454,23.5248041119454,19.2026966739411
"239",36.8007789538074,36.8007789538074,28.6675995674148
"240",39.9295650576426,39.9295650576426,33.766160736115
"241",45.3655474895026,45.3655474895026,36.1754458647191
"242",64.2920845909651,64.2920845909651,50.5422289236778
"243",57.4119985276829,57.4119985276829,45.1728926985184
"244",82.7479076342357,82.7479076342357,66.8497487640025
"245",24.0866560960638,24.0866560960638,19.1133924378143
"246",32.731307007298,32.731307007298,25.7453931410022
"247",25.3990046752873,25.3990046752873,21.4706309700386
"248",50.2077569212168,50.2077569212168,40.5671463740754
"249",55.1319848654034,55.1319848654034,42.107706483433
"250",58.1582409956937,58.1582409956937,48.1752177681823
"251",56.9657452288391,56.9657452288391,44.3868686790922
"252",8.69694844705966,8.69694844705966,8.77516322873332
"253",82.4407857036575,82.4407857036575,66.803367166331
"254",37.7954202556985,37.7954202556985,29.9103352136991
"255",-9.55324060140182,0,0
"256",10.4520866625572,10.4520866625572,9.72097978462512
"257",18.6853538427112,18.6853538427112,18.8804062834569
"258",37.1591685872434,37.1591685872434,29.7572063680569
"259",3.99808858698885,3.99808858698885,4.7254966361828
"260",25.456454221088,25.456454221088,21.4512254870202
"261",40.2786866146462,40.2786866146462,32.3757096014093
"262",44.2605116451979,44.2605116451979,34.6913590072641
"263",46.6104785059786,46.6104785059786,36.4983480668758
"264",53.1981724252819,53.1981724252819,41.8375235481802
"265",35.7579687606162,35.7579687606162,27.8678001985285
"266",-23.9682031767399,0,0
"267",14.3930152814269,14.3930152814269,14.3216790271966
"268",66.0864770797267,66.0864770797267,52.2975635354575
"269",48.6520571960411,48.6520571960411,38.5878977114153
"270",49.4991941603601,49.4991941603601,38.6747636829732
"271",-15.0880442516219,0,0
"272",43.7602447824536,43.7602447824536,34.6317533056061
"273",93.9877861790841,93.9877861790841,75.4962870650263
"274",75.8001786488447,75.8001786488447,60.7438076810666
"275",14.0912407076466,14.0912407076466,13.5171425060064
"276",15.3189285348224,15.3189285348224,15.7542825986954
"277",67.5271267229493,67.5271267229493,54.1673713484655
"278",39.5977719543436,39.5977719543436,30.6445126702093
"279",11.3662719562034,11.3662719562034,10.336574186675
"280",13.6545564096482,13.6545564096482,15.3561219913903
"281",-33.6810478841311,0,0
"282",4.58838274022656,4.58838274022656,2.67852645867249
"283",78.7911531471192,78.7911531471192,61.9915045868585
"284",56.1564588529457,56.1564588529457,44.5433693754817
"285",13.7150331486018,13.7150331486018,14.1858879595101
"286",28.8692937060269,28.8692937060269,23.7551327557572
"287",32.0474717374809,32.0474717374809,24.6295956547902
"288",75.2048462524699,75.2048462524699,60.2229913534726
"289",22.3693883884768,22.3693883884768,19.7094676531127
"290",75.4365522387976,75.4365522387976,59.0512646912816
"291",59.4055216512666,59.4055216512666,46.1388552617269
"292",31.6809026488085,31.6809026488085,24.4956344699883
"293",52.5956947002008,52.5956947002008,41.0743648152704
"294",44.2351201595537,44.2351201595537,34.5312863478294
"295",99.1813622081697,99.1813622081697,77.4533211889292
"296",92.2760738385589,92.2760738385589,72.6490343682484
"297",25.7480453928774,25.7480453928774,19.933035102276
"298",-11.6197435406585,0,0
"299",54.4276219010408,54.4276219010408,42.8859571744959
"300",14.5461196187924,14.5461196187924,15.3610718867548
"301",34.9825156897019,34.9825156897019,28.7094102955872
"302",37.1749099693478,37.1749099693478,27.4114391781217
"303",23.4722751953857,23.4722751953857,20.5301401999716
"304",45.1363640205351,45.1363640205351,33.6983796002727
"305",92.5224077542021,92.5224077542021,72.6050222627849
"306",13.5700438951374,13.5700438951374,14.28145491701
"307",-2.39278558836116,0,0
"308",53.4741060639254,53.4741060639254,41.9685947723768
"309",53.0668767030449,53.0668767030449,42.0106560451753
"310",17.6154604208215,17.6154604208215,18.975349867222
"311",0.435356848703123,0.435356848703123,1.99051701615443
"312",38.6800190235334,38.6800190235334,30.0657945506309
"313",71.789343822816,71.789343822816,58.296394272128
"314",44.4212091682346,44.4212091682346,35.3311024036157
"315",33.6850490763239,33.6850490763239,28.174157334945
"316",58.5357346804419,58.5357346804419,45.5770150585033
"317",-15.8891833029987,0,0
"318",103.943343041522,103.943343041522,81.9079186192038
"319",-0.596872942115155,0,0
"320",-14.6244813483072,0,0
"321",18.1061311940692,18.1061311940692,15.6424711117502
"322",23.4309808118617,23.4309808118617,19.8513546775095
"323",29.3691314608922,29.3691314608922,23.8927522715426
"324",81.6456879755385,81.6456879755385,64.56122812484
"325",58.1834712310368,58.1834712310368,46.0340701397697
"326",25.9297525155376,25.9297525155376,19.9334079613356
"327",47.6903396679109,47.6903396679109,35.9240822836871
"328",101.302701134944,101.302701134944,81.5058571685082
"329",37.281260701926,37.281260701926,30.5214778599344
"330",29.2945530040294,29.2945530040294,22.7714499849155
"331",43.6320212146422,43.6320212146422,33.5910796770545
"332",8.81376706958595,8.81376706958595,8.16628035979285
"333",12.2715459814817,12.2715459814817,11.5371170620307
"334",17.1922104072812,17.1922104072812,18.137215181085
"335",54.3804418453672,54.3804418453672,42.8483175168338
"336",13.9883409980079,13.9883409980079,14.221937150208
"337",23.8021301977508,23.8021301977508,21.120816777397
"338",48.2222318202989,48.2222318202989,38.3391763534877
"339",55.006412634272,55.006412634272,43.6779312945431
"340",110.168723215971,110.168723215971,88.9704048512434
"341",13.582449984854,13.582449984854,14.9623513145115
"342",50.0106445927642,50.0106445927642,39.3889841028371
"343",64.8413954765122,64.8413954765122,52.6808945674921
"344",33.3885374686566,33.3885374686566,26.6529971708712
"345",13.5110453356893,13.5110453356893,13.403533193069
"346",64.0927226068968,64.0927226068968,51.3496685151311
"347",47.1055565776054,47.1055565776054,38.5636081087443
"348",46.7131832605602,46.7131832605602,38.2187017291452
"349",84.2865301881253,84.2865301881253,67.2724915089882
"350",18.2117609052997,18.2117609052997,17.6886486360654
"351",-7.46888207800723,0,0
"352",45.7837091478141,45.7837091478141,37.204505179254
"353",20.9923585818379,20.9923585818379,20.0113908416283
"354",-11.7103168476128,0,0
"355",91.4430338237778,91.4430338237778,73.097607781662
"356",27.9341220419993,27.9341220419993,21.8193877983915
"357",69.6262421334423,69.6262421334423,54.9863402267471
"358",76.0034476109814,76.0034476109814,60.3803586276319
"359",7.11920261803503,7.11920261803503,7.65698736669991
"360",72.1168773767968,72.1168773767968,58.0486975434753
"361",26.0497826124759,26.0497826124759,21.1022136180802
"362",15.5582566838996,15.5582566838996,15.6939458778069
"363",37.1866981569549,37.1866981569549,30.3699372096813
"364",-12.0265282403013,0,0
"365",57.52895717277,57.52895717277,47.0848292834137
"366",31.0330244969392,31.0330244969392,23.26138815481
"367",52.5083864463245,52.5083864463245,41.712730215896
"368",55.6523152995549,55.6523152995549,43.1203043146662
"369",13.5576254915681,13.5576254915681,15.3021077739796
"370",32.1875122789338,32.1875122789338,25.496302390658
"371",40.4581134517907,40.4581134517907,30.987714998237
"372",30.6175866577789,30.6175866577789,25.0361257868373
"373",-21.345656797949,0,0
"374",21.667633315543,21.667633315543,19.8819498550243
"375",54.7077186607895,54.7077186607895,43.9451486748657
"376",26.9687939774139,26.9687939774139,20.8243181897614
"377",26.6342973470444,26.6342973470444,20.6254670562245
"378",19.5227529379181,19.5227529379181,17.6502187601814
"379",-5.45125061790136,0,0
"380",66.87515016378,66.87515016378,55.8282178147912
"381",114.037413433544,114.037413433544,91.3269540309919
"382",45.8090292884399,45.8090292884399,36.9934957608223
"383",65.1399971277829,65.1399971277829,52.290883457207
"384",77.043804667499,77.043804667499,62.1314031334655
"385",58.0056730600514,58.0056730600514,47.6881016869643
"386",15.6786084044822,15.6786084044822,15.1681643015214
"387",43.7112678143653,43.7112678143653,34.5603164170706
"388",22.1724821202061,22.1724821202061,18.9565128075709
"389",24.436282039177,24.436282039177,20.2962932924803
"390",18.0434724607126,18.0434724607126,17.503219946352
"391",52.085545438373,52.085545438373,41.3753819983086
"392",7.95434767629497,7.95434767629497,10.4985822769307
"393",68.1405129308934,68.1405129308934,55.9084923496138
"394",82.2264983712636,82.2264983712636,64.8249882341746
"395",28.0686503340977,28.0686503340977,23.5122018033744
"396",9.96731156781831,9.96731156781831,9.87466405340279
"397",52.8400708278232,52.8400708278232,42.6207088566936
"398",4.38603095248326,4.38603095248326,3.48597533840814
"399",104.947912944564,104.947912944564,84.4088433358751
"400",41.319399327154,41.319399327154,32.9974147066972
"401",57.4181328635469,57.4181328635469,44.7970667407324
"402",6.66651232944947,6.66651232944947,6.57181969855072
"403",30.934572173392,30.934572173392,25.6726476050009
"404",-6.53830745556373,0,0
"405",6.62504947632039,6.62504947632039,5.73672775865757
"406",43.9302211387261,43.9302211387261,33.6670395118715
"407",103.065228706993,103.065228706993,82.251554388636
"408",28.9676432129663,28.9676432129663,22.9865124194112
"409",27.0792297932751,27.0792297932751,20.6348066871357
"410",44.8320542160939,44.8320542160939,36.3675833548923
"411",42.1009499071897,42.1009499071897,33.9382293542822
"412",84.6035852745875,84.6035852745875,67.5773220482779
"413",36.6672117274397,36.6672117274397,30.8994643465203
"414",15.2628035826089,15.2628035826089,15.3333095743303
"415",39.3102774742351,39.3102774742351,30.1822583203738
"416",90.3294180142596,90.3294180142596,70.9135514000214
"417",27.3578065507045,27.3578065507045,22.0597557093706
"418",64.6333689006636,64.6333689006636,52.7099644826226
"419",34.3102421936579,34.3102421936579,28.9026138581716
"420",68.4796815838425,68.4796815838425,52.9411599135748
"421",25.8777292675984,25.8777292675984,19.8541556183517
"422",30.3038231030147,30.3038231030147,23.7617602239644
"423",56.1249621370446,56.1249621370446,42.1387462672549
"424",77.6308169028109,77.6308169028109,61.5473420621771
"425",0.117669760495197,0.117669760495197,-1.0163993406169
"426",-8.67730690918447,0,0
"427",36.169470808547,36.169470808547,29.3316747361146
"428",78.2270283593489,78.2270283593489,62.7982334871301
"429",27.4384474995695,27.4384474995695,21.2216208305609
"430",117.227705587095,117.227705587095,92.2340723789497
"431",44.6085891771603,44.6085891771603,34.5754771780694
"432",48.1551569907765,48.1551569907765,37.0271053451855
"433",77.3358238848609,77.3358238848609,60.0113729594185
"434",48.9251484469831,48.9251484469831,36.2832315168114
"435",54.1889720806597,54.1889720806597,43.1055928311132
"436",61.3460615171591,61.3460615171591,48.3340414218963
"437",25.5631409862214,25.5631409862214,19.1373891360271
"438",58.5572361800187,58.5572361800187,45.5947882507147
"439",115.256540990753,115.256540990753,90.8073112588832
"440",41.8863650468083,41.8863650468083,32.6591086444353
"441",46.0798358107857,46.0798358107857,37.2369210937662
"442",44.862678358763,44.862678358763,35.279010140519
"443",59.1782680227149,59.1782680227149,47.8953265301441
"444",-43.3250691256162,0,0
"445",78.6922097833884,78.6922097833884,62.7794105791804
"446",83.2691796953733,83.2691796953733,67.0678273185075
"447",25.1307919708374,25.1307919708374,19.8641171074131
"448",75.6269233431739,75.6269233431739,60.5146161808598
"449",41.3722762457086,41.3722762457086,32.6987618763642
"450",51.0442022040651,51.0442022040651,40.7537469665316
"451",26.8826679822678,26.8826679822678,23.6123717159205
"452",88.6896549786866,88.6896549786866,69.6557234688778
"453",70.1250192066471,70.1250192066471,55.1246431933112
"454",89.5755916760554,89.5755916760554,69.7673574033448
"455",43.7067703325478,43.7067703325478,35.7194552391745
"456",42.762522087989,42.762522087989,33.1360985922632
"457",46.4031337447298,46.4031337447298,37.6436149674893
"458",39.6861788591631,39.6861788591631,31.5641360183466
"459",13.8751486711598,13.8751486711598,12.6346084130262
"460",-0.846795352962545,0,0
"461",10.9364375500407,10.9364375500407,11.0274078930677
"462",38.1750626646802,38.1750626646802,30.9284593417859
"463",14.5728401937971,14.5728401937971,13.9551833780945
"464",58.7313155146659,58.7313155146659,47.3290443352478
"465",39.2820469272076,39.2820469272076,32.5461441068127
"466",74.8229015903838,74.8229015903838,60.9025633323876
"467",-4.46281454498984,0,0
"468",68.7779349696431,68.7779349696431,54.4763554856162
"469",34.6942259565303,34.6942259565303,29.0808453133353
"470",57.606066404905,57.606066404905,43.6683013428379
"471",50.3064556632215,50.3064556632215,38.7968068055465
"472",17.9677646843067,17.9677646843067,17.7392777048794
"473",2.00743575412411,2.00743575412411,2.03847443097683
"474",71.9744325816716,71.9744325816716,55.6767229892526
"475",43.3229062291484,43.3229062291484,35.5958556262387
"476",58.2254902084974,58.2254902084974,44.2116048340646
"477",31.4546586852889,31.4546586852889,23.9052081900802
"478",8.01852111515304,8.01852111515304,9.11556284084365
"479",25.4675660083687,25.4675660083687,19.3891675004639
"480",50.5602885074631,50.5602885074631,40.7459886846542
"481",26.6420228155292,26.6420228155292,21.5603046348466
"482",10.6794175246425,10.6794175246425,12.3979450859962
"483",46.5611697119808,46.5611697119808,38.5239016384546
"484",67.7256344106769,67.7256344106769,53.5293825053542
"485",89.3586712512916,89.3586712512916,73.1073084574425
"486",14.4597545144715,14.4597545144715,13.4550198723883
"487",37.0557220994675,37.0557220994675,28.2339625777588
"488",30.2742637687765,30.2742637687765,25.9233602428685
"489",-19.8096586359797,0,0
"490",65.756498759973,65.756498759973,53.615497884536
"491",14.2563983190333,14.2563983190333,13.2361975733773
"492",53.7963202201203,53.7963202201203,42.6918660348483
"493",17.0695033813824,17.0695033813824,17.7170873249799
"494",55.2764030961873,55.2764030961873,42.7579656489799
"495",59.2339838242104,59.2339838242104,46.8872013059606
"496",25.9587283975216,25.9587283975216,19.7349115036321
"497",42.9134708773869,42.9134708773869,32.796711467999
"498",55.101712473541,55.101712473541,41.922137941804
"499",60.2264972232495,60.2264972232495,46.9375365875628
"500",81.6216527548306,81.6216527548306,62.9226997174853
"501",-2.86076378468378,0,0
"502",77.9502550411005,77.9502550411005,62.5692108465372
"503",54.8604869421999,54.8604869421999,45.1518171219335
"504",29.8887936718878,29.8887936718878,22.7698218098366
"505",45.3237741655078,45.3237741655078,36.2813709305064
"506",43.3242591123601,43.3242591123601,34.5460615089981
"507",52.8735722667221,52.8735722667221,42.5456531366741
"508",40.4263415489904,40.4263415489904,32.9678173146492
"509",16.7467037193485,16.7467037193485,16.6983972760508
"510",9.55283449250285,9.55283449250285,9.52316118972008
"511",43.6775977642443,43.6775977642443,33.5446832758318
"512",5.90493315443816,5.90493315443816,4.32319562764579
"513",2.47693660516804,2.47693660516804,2.87275065992865
"514",61.5034280721979,61.5034280721979,48.8431002424553
"515",36.8937381520119,36.8937381520119,31.1528705330896
"516",20.6380775558504,20.6380775558504,21.4478275699501
"517",39.651948704517,39.651948704517,31.1619750616244
"518",76.9498931759533,76.9498931759533,62.0149053336565
"519",-19.5546254028264,0,0
"520",47.6187725645783,47.6187725645783,35.845659289605
"521",94.1744930558575,94.1744930558575,73.8180112025476
"522",29.8653302750486,29.8653302750486,23.6887846191783
"523",5.2085064563594,5.2085064563594,4.87768763046109
"524",67.8991845396816,67.8991845396816,53.6119516946251
"525",58.7458937256372,58.7458937256372,46.1657422249361
"526",53.0330647115476,53.0330647115476,42.8280890337706
"527",6.43770711522706,6.43770711522706,6.49195444197064
"528",3.64385791536483,3.64385791536483,3.32901457213338
"529",42.0782674352415,42.0782674352415,33.6700312022306
"530",9.01429274868284,9.01429274868284,7.86956743372609
"531",1.98025225494568,1.98025225494568,2.43332229384357
"532",77.8979845149506,77.8979845149506,62.3406903983396
"533",37.6961032676273,37.6961032676273,28.740174090132
"534",86.767422295437,86.767422295437,69.3583663840566
"535",58.0086698692239,58.0086698692239,46.8353399153671
"536",100.994656983302,100.994656983302,80.1745216736671
"537",67.6859038249288,67.6859038249288,52.606635720044
"538",46.6036247553931,46.6036247553931,36.1901218654221
"539",44.8384866627965,44.8384866627965,35.9281127797435
